"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
2,"_Automated-sorting_100taps.json","Waste and Recycling - Recycling - Paper, Cardboard, Plastic ..","A contractor collects the sacks and then delivers them to a Material Recycling Facility in Crayford. The materials in the bags are then subjected to a mixture of manual and automated sorting.","http://www.brentwood.gov.uk/index.php?cid=1149"
3,"_Automated-sorting_100taps.json","PDF Health and safety in","Ask suppliers to pre-sort before delivery. Weigh instead of count. Automate sorting. Page 23 of 153. Health and Safety Executive.","http://www.hse.gov.uk/pUbns/priced/hsg129.pdf"
4,"_Automated-sorting_100taps.json","PDF Contents","A constant since the early 1980s has been availability of the Postcode Address File (PAF). Developed originally to support mail delivery, and with a focus on automated sorting of.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/274979/bis-14-513-open-national-address-gazetteer.pdf"
5,"_Automated-sorting_100taps.json","Noresults.",,
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automated-system_100taps.json","PDF An automated system for indicating","Health and Safety Executive. An automated system for indicating spray clearance times of MVR spray booths and rooms.","http://www.hse.gov.uk/researcH/rrpdf/rr742.pdf"
2,"_Automated-system_100taps.json","RR742 - An automated system for indicating spray clearance times of...","This report describes the design and assembly of an automated device to warn of the presence of paint spray mist inside a spray booth/room during spraying and during the clearance time.","http://www.hse.gov.uk/Research/rrhtm/rr742.htm"
3,"_Automated-system_100taps.json","Marketing executive | Job profiles | National Careers Service","creating and planning marketing campaigns using automated systems for email campaigns and customer management","https://nationalcareersservice.direct.gov.uk/job-profiles/marketing-executive"
4,"_Automated-system_100taps.json","Vehicle registration schemes for the motor trade: Automated First...","Vehicle registration schemes for the motor trade - non-secure, secure and Automated First Registration and Licensing system - how they work, who can use them and how to apply...","https://www.gov.uk/vehicle-registration-schemes-for-the-motor-trade/automated-first-registration-and-licensing-system"
5,"_Automated-system_100taps.json","AUTOMATED SYSTEM DESIGN LIMITED - Overview (free company...)","AUTOMATED SYSTEM DESIGN LIMITED - Free company information from Companies House including registered office address, filing history, accounts, annual return, officers, charges...","https://beta.companieshouse.gov.uk/company/08105729"
6,"_Automated-system_100taps.json","Innovate 2015","This device is an automated system that, using proprietary picodroplet technology and imaging, performs rapid novel assays and converts a population of cells into single cells dispensed into...","https://www.events.trade.gov.uk/innovate-uk-2015/showcase/sphere-fluidics-ltd/,/list/4/"
7,"_Automated-system_100taps.json","Search Results - The Scottish Register of Tartans","The automated system has identified the following tartans as being potentially similar to your new design. Please note that these results are provided as a guide only...","https://www.tartanregister.gov.uk/results?des=Sobieski"
8,"_Automated-system_100taps.json","Translation and Interpreting Services | Haringey Council","However, it does attempt to perform a literal translation and, as with any automated system, it is not always accurate.","http://www.haringey.gov.uk/contact/translation-and-interpreting-services"
9,"_Automated-system_100taps.json","Transport Data Service - Transport for London","Use any automated system, software or process to extract content and/or data, including trawling, data mining and screen scraping in relation to the Oyster...","https://tfl.gov.uk/corporate/terms-and-conditions/transport-data-service"
10,"_Automated-system_100taps.json","Pay a Fine","Please note: Fixed penalties requiring endorsement of a driving record cannot be paid using the automated system (please see the options to pay by post or at court).","http://www.scotcourts.gov.uk/payyourfine"
11,"_Automated-system_100taps.json","Contacting us - Chelmsford City Council","The automated system recognises voices, and if there is a lot of background noise, it may not be able to recognise who you need. If you have problems using the automated system...","https://www.chelmsford.gov.uk/your-council/contacting-us/"
12,"_Automated-system_100taps.json","UK-AIR on Twitter - Defra, UK","During weekdays, the automated system will tweet updates about air pollution in the UK at 9am, 1pm and 5pm. At weekends and public holidays, this will be at 10am and 4pm.","https://uk-air.defra.gov.uk/twitter"
13,"_Automated-system_100taps.json","PDF Securing the move to ip-based","· An automated system contains at least one controller, but may also include a local touch screen or terminal for the system operators to interact with the controller.","https://www.ncsc.gov.uk/content/files/protected_files/document_files/The%20Move%20to%20IP%20Based%20SCADA%20Networks%20151111.pdf"
14,"_Automated-system_100taps.json","Automated Telephone System - Pembrokeshire County Council","Automated Telephone System. This is an automated system which operates 24 hours a day, seven days a week.","https://pembrokeshire.gov.uk/how-to-pay-your-council-tax/automated-telephone-system"
15,"_Automated-system_100taps.json","PDF Biometrics for Access Control | Types of biometric system","If the system is not suitable for the users, then administration issues will make the system unworkable. This would completely negate the rationale for having an automated system.","https://www.cpni.gov.uk/system/files/documents/a9/0f/Biometrics-for-Access-Control-Guidance.pdf"
16,"_Automated-system_100taps.json","Electronic Records Management (ERM) System - an automated...","Electronic Document and Records Management (EDRM) System - an automated system combining document management and records management functionality.","https://www.nrscotland.gov.uk/record-keeping/electronic-records-management/electronic-records-glossary"
17,"_Automated-system_100taps.json","Book by phone using the automated system | Brent Council","Parking sessions will start at the time of booking i.e. straightaway. Book by phone using the automated system. Use the automated telephone service if ALL of the following apply.","https://www.brent.gov.uk/4175"
18,"_Automated-system_100taps.json","Take a look at how we observe the type, amount and height of clouds.","As there are no automated systems for the detection of cloud type, its reporting is only possible where the human observer is present.","https://www.metoffice.gov.uk/guide/weather/observations-guide/how-we-measure-cloud"
19,"_Automated-system_100taps.json","A simple and effective way to protect people working alone","Dial into our automated system using a standard mobile phone with your unique identity PIN number. Let the system know where you are, and how long you are going to be there for.","https://www.shepway.gov.uk/shepway-lifeline/lone-worker-monitoring"
20,"_Automated-system_100taps.json","Chesterfield Borough Council - Bidding","Freephone telephone automated system - once you know the property reference number (found on the property advert) you can ring 0800 180 4696.","https://www.chesterfield.gov.uk/housing/get-a-property/bidding.aspx"
21,"_Automated-system_100taps.json","Car parking information - Wiltshire Council","Texting 60300 wih the word PARK followed by the location number, followed by the duration you wish to stay in minutes. Calling 0345 505 1155 and following the automated systems requests.","http://www.wiltshire.gov.uk/pay-parking-ticket"
22,"_Automated-system_100taps.json","PDF January 2010. That report proposes an integrated package of reforms...","3.5 Professor Richard Susskind is seeking to develop an automated system for monitoring compliance. It is envisaged that this will comprise (i)...","https://www.judiciary.gov.uk/wp-content/uploads/JCO/Documents/Speeches/lj-jackson-lecture-13-it-society.pdf"
23,"_Automated-system_100taps.json","Dangers of river swimming","6.One of the biggest problems in our area is presented by the lock gates, a regular place that children and adults swim in Boston. The gates operate on an automated system.","http://www.boston.gov.uk/index.aspx?articleid=5345"
24,"_Automated-system_100taps.json","Contact us | Winchester City Council","Phone payments. Tel: 01962 848 512 (24hr automated system). Live help.","http://winchester.gov.uk/about/contact-us"
25,"_Automated-system_100taps.json","Advanced manufacturing in the UK - invest.great.gov.uk","As the UK increases its development and use of automated systems in manufacturing, there will be opportunities in the servicing, manufacture and installation of these technologies.","https://invest.great.gov.uk/us/industries/advanced-manufacturing"
26,"_Automated-system_100taps.json","Paying your rent - Warwick District Council","Call 0800 028 3377. The number is available 24 hours a day, 7 days a week. It is an automated system requiring you to key in your details over the phone.","https://www.warwickdc.gov.uk/info/20200/housing_rents/477/paying_your_rent"
27,"_Automated-system_100taps.json","PDF Table of Contents","For problems with specific orders, including orders that have been returned incomplete by our automated systems and those that have not been delivered within the target time of 10 minutes...","http://www.ukho.gov.uk/Library/ukho/img/content/Distributors%20Products%20Updates/AVCS_Administration_Guide.pdf"
28,"_Automated-system_100taps.json","How to help us pay you on time Hackney","We use automated systems to pay invoices, and most payments are made very quickly. Your invoice will be returned to you unpaid if you do not quote a valid purchase order number.","https://www.hackney.gov.uk/how-to-help-us-pay-you-on-time"
29,"_Automated-system_100taps.json","PDF Project T10022 | Automated micronucleus scoring","An automated system for MN scoring by image analysis was implemented and validated for the CBMN assay using CHO-K1 cells.","https://www.food.gov.uk/sites/default/files/816-1-1490_FS231023_T10022_Final_Report_ACCEPTED.pdf"
30,"_Automated-system_100taps.json","Pay your council tax | Kirklees Council","A one off payment by debit or credit card. You have to pay for the cost of the call. Automated system.","https://www.kirklees.gov.uk/beta/council-tax/pay-your-council-tax.aspx"
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automatic-assessment_100taps.json","VAEC2150 - VAT Assessments and Error Correction... - GOV.UK","Failure to do so will cause a prime assessment to be made which is not to best judgement as the automatic calculation will not take account of the information known to us.","https://www.gov.uk/hmrc-internal-manuals/vat-assessments-and-error-correction/vaec2150"
2,"_Automatic-assessment_100taps.json","PDF Title: Banning member-borne commission in | Impact Assessment (IA)","Date: 15/12/15 Stage: Final (Validation) Source of intervention: Domestic Type of measure: Secondary Legislation Contact for enquiries: lorraine.pearson1@dwp.gsi.gov.uk RPC Opinion: Validated.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/494298/impact-assessment--banning_member-borne_commission-in-ae-schemes.pdf"
3,"_Automatic-assessment_100taps.json","VAEC2160 - VAT Assessments and Error Correction... - GOV.UK","In cases where we fail to inhibit the automatic assessment and it is made and notified in error, the assessment must be withdrawn and a fresh manual prime assessment made and notified.","https://www.gov.uk/hmrc-internal-manuals/vat-assessments-and-error-correction/vaec2160"
4,"_Automatic-assessment_100taps.json","PDF The Quantum Age","Such devices can enable faster mapping, so routine scanning would be feasible. For example, putting sensors on trains could provide a regular, automatic assessment of rail tracks.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/564946/gs-16-18-quantum-technologies-report.pdf"
5,"_Automatic-assessment_100taps.json","PDF Assessment for Greater Manchester","Automatic assessment of roads by TfGM identified a large number potential links requiring assessment by DMRB.","https://cms.manchester.gov.uk/download/downloads/id/22756/updating_and_screening_assessment_-_2012.pdf"
6,"_Automatic-assessment_100taps.json","PDF The prevention of money laundering","The FCA would expect that this is a case-by-case assessment and not an automatic assessment that a relationship creates a high risk of money laundering.","http://www.gamblingcommission.gov.uk/PDF/AML/Prevention-of-money-laundering-and-combating-the-financing-of-terrorism.pdf"
7,"_Automatic-assessment_100taps.json","Noresults.",,
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automatic-calculation_100taps.json","Repayments / reallocations: repayment interest: automatic calculation...","Repayments / reallocations: repayment interest: automatic calculation of RPI - reallocations. When an overpayment arises and is to be reallocated and all the following apply.","https://www.gov.uk/hmrc-internal-manuals/cotax-manual/com128030"
2,"_Automatic-calculation_100taps.json","Repayments / reallocations: repayment interest: automatic calculation...","Repayments / reallocations: repayment interest: automatic calculation of RPI - repayments. Where an overpayment arises and is to be repaid and all the following apply.","https://www.gov.uk/hmrc-internal-manuals/cotax-manual/com128020"
3,"_Automatic-calculation_100taps.json","HM Revenue & Customs: The benefits of filing SDLT returns online","On this page Automatic calculation of the amount of tax due Receive your SDLT5 certificate immediately","http://webarchive.nationalarchives.gov.uk/20100407194021/http://www.hmrc.gov.uk/sdlt/return/benefits-online.htm"
4,"_Automatic-calculation_100taps.json","HM Revenue & Customs: Online Services","It's uncomplicated - our online help helps you complete your returns correctly and provide automatic calculations.","http://webarchive.nationalarchives.gov.uk/20051214005342/http://www.hmrc.gov.uk:80/online/"
5,"_Automatic-calculation_100taps.json","Defra, UK - Department for Environment Food and Rural Affairs","On-line checking to ensure fewer errors and greater efficiency Automatic calculation of fees","http://seedcert.defra.gov.uk/"
6,"_Automatic-calculation_100taps.json","Working with clients without compatible payroll software | The Pensions...","Guidance for business advisers working with clients without payroll software that's compatible with automatic enrolment. Includes our Basic Assessment Tool, a pension contribution calculator for...","http://www.thepensionsregulator.gov.uk/working-with-clients-without-compatible-payroll-software.aspx"
7,"_Automatic-calculation_100taps.json","Guidance : Guidance for data.gov.uk users, publishers and sysadmins","Occasionally the automatic calculation is wrong - it misidentified the format of your file. Do contact us and we can try and improve it.","http://guidance.data.gov.uk/five_stars_of_openness.html"
8,"_Automatic-calculation_100taps.json","Invoice Tax Overview","Automatic Calculation of Invoice Taxes and Tax Rebates.","https://library.northumberland.gov.uk/Helps/3.4/Workflows/English/Invoice_Tax_Overview.html"
9,"_Automatic-calculation_100taps.json","DOC The Instructions System","Until further notice, staff should manually calculate the HDC eligibility date where there are mixtures of Acts, or multiple sentences as changes need to be made to P-NOMIS before automatic calculation...","https://www.justice.gov.uk/downloads/offenders/psipso/psi-2010/psi_55_2010_sentence_calculation_and_HDC.doc"
10,"_Automatic-calculation_100taps.json","PDF The management of alarm systems","The site mentioned in the previous footnote with the six plus one different modes had initially used automatic calculation of mode.","http://www.hse.gov.uk/researcH/crr_pdf/1998/crr98166.pdf"
11,"_Automatic-calculation_100taps.json","SAM124066 - Self Assessment Manual - HMRC internal... - GOV.UK","Function CREATE RETURN CHARGE used to enter previous return charge and the automatic calculation would still be incorrect following the amendment.","https://www.gov.uk/hmrc-internal-manuals/self-assessment-manual/sam124066"
12,"_Automatic-calculation_100taps.json","COM128041 - COTAX Manual - HMRC internal manual - GOV.UK","Repayments / reallocations: repayment interest non automatic calculation of RPI (Action guide). To calculate repayment interest manually and set off against COTAX consider steps 1 - 9...","https://www.gov.uk/hmrc-internal-manuals/cotax-manual/com128041"
13,"_Automatic-calculation_100taps.json","COM128040 - COTAX Manual - HMRC internal manual - GOV.UK","Repayments / reallocations: repayment interest: non automatic calculation of RPI. There are occasions where an overpayment is to be repaid or reallocated and COTAX will not automatically...","https://www.gov.uk/hmrc-internal-manuals/cotax-manual/com128040"
14,"_Automatic-calculation_100taps.json","DMBM403040 - Debt Management and Banking Manual... - GOV.UK","The setting of the Interest Exception or Inhibit Interest signal prevents the automatic calculation and application of repayment interest (RPI credit) in SAFE.","https://www.gov.uk/hmrc-internal-manuals/debt-management-and-banking/dmbm403040"
15,"_Automatic-calculation_100taps.json","COM128000 - COTAX Manual - HMRC internal manual - GOV.UK","Automatic calculation of RPI - repayments. COM128030. Non automatic calculation of RPI (Action Guide). Previous page.","https://www.gov.uk/hmrc-internal-manuals/cotax-manual/com128000"
16,"_Automatic-calculation_100taps.json","HM Revenue & Customs: Pension Schemes Online: Software and...","Provision of a unique identification code and digital receipt for each return successfully filed. Automatic calculation of any tax due based on the information you provide.","http://webarchive.nationalarchives.gov.uk/20100330145713/http://www.hmrc.gov.uk/efiling/pensionssoft-dev.htm"
17,"_Automatic-calculation_100taps.json","HM Revenue & Customs: How to use VAT online services for agents","automatic calculation of boxes three and five of the VAT Return (based on the information entered in boxes one, two and four), helping to reduce errors.","http://webarchive.nationalarchives.gov.uk/20141203173942/http://www.hmrc.gov.uk/agents/vat/online.htm"
18,"_Automatic-calculation_100taps.json","HM Revenue & Customs: Understanding and using Self Assessment...","There are many advantages to filing or sending your tax return online instead of by paper, including automatic calculations, faster processing and later deadlines. On this page","http://webarchive.nationalarchives.gov.uk/20120817035801/http://hmrc.gov.uk/sa/understand-online.htm"
19,"_Automatic-calculation_100taps.json","HM Revenue & Customs: Understanding and using Self Assessment...","There are many advantages to filing online instead of by paper, including automatic calculations, faster processing and later deadlines. On this page","http://webarchive.nationalarchives.gov.uk/20110204034519/http://www.hmrc.gov.uk/sa/understand-online.htm"
20,"_Automatic-calculation_100taps.json","HM Revenue & Customs: Using Corporation Tax Online","Built-in automatic calculations and checks that leave less room for mistakes and there's on-screen help to guide you as you work through it.","http://webarchive.nationalarchives.gov.uk/20141006110409/http://www.hmrc.gov.uk/ct/ct-online/file-return/online.htm"
21,"_Automatic-calculation_100taps.json","SAM121275 - Self Assessment Manual - HMRC internal... - GOV.UK","Returns: individuals returns: calculation will be wrong. The automatic calculation will be incorrect in the following exceptional cases.","https://www.gov.uk/hmrc-internal-manuals/self-assessment-manual/sam121275"
22,"_Automatic-calculation_100taps.json","DMBM403010 - Debt Management and Banking Manual... - GOV.UK","Inhibition of automatic calculation of repayment interest. DMBM403050. Apply repayment interest credit to SAFE record.","https://www.gov.uk/hmrc-internal-manuals/debt-management-and-banking/dmbm403010"
23,"_Automatic-calculation_100taps.json","DMBM402010 - Debt Management and Banking Manual... - GOV.UK","Automatic calculation and amendment of an interest charge. DMBM402040. Create interest charge following manual calculation.","https://www.gov.uk/hmrc-internal-manuals/debt-management-and-banking/dmbm402010"
24,"_Automatic-calculation_100taps.json","VAT Notice 700/12: how to fill in and submit your VAT Return - GOV.UK","automatic calculations to reduce errors when completing the return. up to 7 extra calendar days to submit your return and pay any VAT due...","https://www.gov.uk/government/publications/vat-notice-70012-filling-in-your-vat-return/vat-notice-70012-filling-in-your-vat-return"
25,"_Automatic-calculation_100taps.json","PDF Carbon Calculation Framework","Cell Colour Key The workbook's cells have been coloured to clearly indicate the different functions of cells within the workbooks, as indicated in Table 2. Header. Data / Automatic Calculation.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/360694/DBFO_HA_Carbon_Calculation_Instruction_Manual.pdf"
26,"_Automatic-calculation_100taps.json","PDF Carbon Calculation Framework","Cell Colour Key The workbook's cells have been coloured to clearly indicate the different functions of cells within the workbooks, as indicated in Table 2. Header. Data / Automatic Calculation.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/360697/Major_Projects_HA_Carbon_Calculation_Instruction_Manual.pdf"
27,"_Automatic-calculation_100taps.json","PDF Impact Assessment (IA)","7. IF DEO regulations are not amended to take account of new calculation: Costs of 1. New IT system and link to gross annual income reported by HMRC will enable automatic calculations and...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/220203/cmec-annual-profile-costs-benefits-ia.pdf"
28,"_Automatic-calculation_100taps.json","PDF Withdrawn - do not use","There are many advantages to filing online instead of by paper, including automatic calculations, faster processing and later deadlines.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/556369/three-line-account.pdf"
29,"_Automatic-calculation_100taps.json","PDF Electricity Demand Reduction","An automatic calculation of Payback will be made and appear in the third box. If this is lower than 2, you will be unable to submit your application.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/480548/EDR_Participant_Handbook_vpublication_30_November.pdf"
30,"_Automatic-calculation_100taps.json","HM Revenue & Customs: Self Assessment","Self Assessment Online Filing your Tax Return online offers you automatic calculation of tax, immediate acknowledgement of receipt and faster repayment if you are owed money.","http://webarchive.nationalarchives.gov.uk/20051124224135/http://www.hmrc.gov.uk:80/individuals/tmaself-assessment.shtml"
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automatic-filtering_100taps.json","Testing scoped search on GOV.UK - Inside GOV.UK","This blog post outlines one approach we are looking at called scoped search, or automatic filtering, to address this problem.","https://insidegovuk.blog.gov.uk/2014/10/27/testing-scoped-search-on-gov-uk/"
2,"_Automatic-filtering_100taps.json","PDF Microsoft Outlook 2010 | No Automatic Filtering","No Automatic Filtering. Although this switches off the automatic Junk E-mail Filtering system, Outlook continues to check incoming mail by using the domain names and email addresses in your...","http://www2.westsussex.gov.uk/LearningandDevelopment/IT%20Learning%20Guides/Microsoft%20Outlook%202010%20-%20Level%201/07%20Junk%20email.pdf"
3,"_Automatic-filtering_100taps.json","Parents asked if adult websites should be blocked - GOV.UK","Automatic filtering on its own risks lulling parents into a false sense of security and there can never be any substitute for parents taking responsibility for how, when and where their children use the internet.","https://www.gov.uk/government/news/parents-asked-if-adult-websites-should-be-blocked"
4,"_Automatic-filtering_100taps.json","PDF Contents","It can also involve automatic filtering to remove known irrelevant files (for example, by the use of white lists).","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/394779/ediscovery-digital-forensic-investigations-3214.pdf"
5,"_Automatic-filtering_100taps.json","PDF Performance Standards for","Laboratory tests of CAMs based on modification of existing EN standard method. Assessment of the effect of automatic filter changers.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/532491/LIT_7050.pdf"
6,"_Automatic-filtering_100taps.json","PDF Methods for monitoring particulate","• The reference sampler used in this study was fitted with an automatic filter. switching mechanism to avoid daily site servicing.","https://uk-air.defra.gov.uk/assets/documents/reports/aqeg/ch5.pdf"
7,"_Automatic-filtering_100taps.json","PDF Quality Assurance and Quality Control","'A' samples are taken daily at all 31 Network stations using Digitel samplers with automatic filter changers. The duration of the sampling period is 24 hours...","https://uk-air.defra.gov.uk/assets/documents/reports/cat13/1309300904_All-Networks_QAQC_Document_2012__Issue1a.pdf"
8,"_Automatic-filtering_100taps.json","PDF List of approved","Conditions of Approval: Use of the product must be in accordance with the Instructions for Use: Amiad Water Systems Automatic Filters DVF Media Filters, Issue No: 16 Rev.1 Issue Date: 10.10.2016.","http://dwi.defra.gov.uk/drinking-water-products/approved-products/soslistcurrent.pdf"
9,"_Automatic-filtering_100taps.json","PDF Control of substances hazardous","Filter bags should be properly maintained without perforations and not clogged with dust and the mechanisms for filter shaking should be checked for malfunction. The use of automatic filter cleaning...","http://www.hse.gov.uk/pUbns/priced/l60.pdf"
10,"_Automatic-filtering_100taps.json","PDF Analysis of structural response | Table 4 Automated time filtering","Table 6 compares the results of automatic filtering in both the time and frequency-domains. It is seen that the time-domain filtering yields a greater reduction in peak overpressure, and that the...","http://www.hse.gov.uk/researcH/otopdf/2000/oto00055b.pdf"
11,"_Automatic-filtering_100taps.json","PDF Generation of Nuclear Power Stations","This was a challenge as the quantity of water being pumped involved large diameter pipework and velocities in excess of those normally considered for automatic filters.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/291077/scho0610bsot-e-e.pdf"
12,"_Automatic-filtering_100taps.json","PDF Map-01","4 Pre-processing - Automatic filtering of arising data using Designer-defined algorithms and limits, ie the process optimizes outputs by reducing, through grouping, arisings displayed to the Arising Manager.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/577553/printablemap-01.pdf"
13,"_Automatic-filtering_100taps.json","PDF Good practice guidance for | 5. Device or network-based filtering","There is a risk that filtering software blocks innocent searches and likewise it may let through some inappropriate search results. Over-blocking - whereby automatic filters are too restrictive...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/251458/industry_guidance_search.pdf"
14,"_Automatic-filtering_100taps.json","PDF Child Safety Online","CBBC's message boards have automatic filters, are pre-moderated and have community hosts. At the point of posting, the filters block non-CBBC URLs...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/487973/ukccis_guide-final__3_.pdf"
15,"_Automatic-filtering_100taps.json","PDF Local Air Quality Management","Sequential samplers with automatic filter changers are also available. A1.11 Also included in this category are eight-port samplers which were historically used for monitoring smoke and SO2: however...","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/69334/pb13081-tech-guidance-laqm-tg-09-090218.pdf"
16,"_Automatic-filtering_100taps.json","Noresults.",,
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automatic-grading_100taps.json","PDF Classification by automated grading techniques","4. Carcase labels, records and remittance advice, must record all necessary information including the fact that classification has been carried out by using automatic grading techniques.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/324614/Classification_by_automated_grading_techniques.pdf"
2,"_Automatic-grading_100taps.json","The Beef Carcase Classification scheme: classify carcases - GOV.UK","which dressing specification you used. If the classification was done using automatic grading techniques, you must tell them this too.","https://www.gov.uk/guidance/the-beef-carcase-classification-scheme-classify-carcases"
3,"_Automatic-grading_100taps.json","PDF Report on the welfare of farmed fish","104. Automatic grading equipment must be regularly maintained and an alarm fitted to alert staff in the event of breakdown (Paragraph 157).","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/325555/FAWC_report_on_the_welfare_of_farmed_fish.pdf"
4,"_Automatic-grading_100taps.json","PDF Drying of transplants after","With transplants loaded onto a single line conveyor, it would be possible to add automatic grading (using machine vision techniques) on the basis of length, stem thickness, foliage colour, etc.","https://www.forestry.gov.uk/pdf/crmachinery.pdf/$FILE/crmachinery.pdf"
5,"_Automatic-grading_100taps.json","PDF RR939","Photograph 28 Automatic grading and sorting of potatoes Benefits. • There is an increase in the accuracy of correctly graded and sized potatoes, in comparison to manual grading.","http://www.hse.gov.uk/researcH/rrpdf/rr939.pdf"
6,"_Automatic-grading_100taps.json","Noresults.",,
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automatic-ranking_100taps.json","Noresults.",,
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Automatic-sorting_100taps.json","Measurement and control engineer | Job profiles | National Careers...","You'll design and setup the instruments and systems that manage production processes in a range of industries, like: automatic sorting operations. light and heavy engineering.","https://nationalcareersservice.direct.gov.uk/job-profiles/measurement-and-control-engineer"
2,"_Automatic-sorting_100taps.json","Measurement and control technician | Job profiles | National Careers...","You'll work in industries like: automatic sorting operations. light and heavy engineering. manufacturing.","https://nationalcareersservice.direct.gov.uk/job-profiles/measurement-and-control-technician"
3,"_Automatic-sorting_100taps.json","Pink Sack - Castle Point","Automatic sorting equipment can be used to separate plastic pots, tubs and trays into different colours and types for example.","https://www.castlepoint.gov.uk/pink-sack"
4,"_Automatic-sorting_100taps.json","Royal Mail business structure and enforcement allocation","Operators in MDECs use computers to code mail that automatic sorting machines are unable to read.","http://www.hse.gov.uk/foi/internalops/sims/cactus/5_04_51.htm"
5,"_Automatic-sorting_100taps.json","PDF RR609","• Loading material onto vehicles, onto conveyors, into hoppers associated with various processes (automatic sorting, shredding, milling, grinding, screening etc); and.","http://www.hse.gov.uk/researcH/rrpdf/rr609.pdf"
6,"_Automatic-sorting_100taps.json","PDF Assessment of the Radiological Impact of the","Arc tubes containing 85Kr/ThO4/ThI2 (one/some/all). (85Kr is gas fill in arc tube  Th concentrated at electrodes). Automatic sorting of solid.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/340151/HPA-CRCE-021_for_website.pdf"
7,"_Automatic-sorting_100taps.json","PDF City of London","...targeting customers; direct marketing; literature development; and, service development (including introducing separate waste stream coloured sack collections, automatic sorting systems...","https://www.cityoflondon.gov.uk/services/environment-and-planning/waste-and-recycling/Documents/city-of-london-waste-strategy-SEA-screening-statement.pdf"
8,"_Automatic-sorting_100taps.json","Noresults.",,
"NO.","SEARCH TERM FILE","TITLE","CONTENT","LINK"
1,"_Calculated-using_100taps.json","Age-standardised Death Rates Calculated Using the European...","They were calculated using the 2013 European Standard Population (ESP2013), in order to show trends in mortality from particular causes after taking account of changes in the distribution by age of...","https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/vital-events/deaths/age-standardised-death-rates-calculated-using-the-esp"
2,"_Calculated-using_100taps.json","ODS gov.uk/government/uploads/system/uploads/attachment_data/file...","Figure 1. ODA as a Proportion of GNI Calculated Using Both GNI Methodologies (2011-2015). Year. UK Net ODA, £m.","https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/513562/figure1-ODA-proportion-GNI-using-both-methodologies-2011-2015.ods"
3,"_Calculated-using_100taps.json","Normalised Organ Doses for X-Ray Computed Tomography...","Details of National Radiological Protection Board software: Normalised Organ Doses for X-Ray Computed Tomography Calculated Using Monte Carlo Techniques (SR250).","http://webarchive.nationalarchives.gov.uk/20071113120000/http://www.hpa.org.uk/radiation/publications/software/sr250.htm"
4,"_Calculated-using_100taps.json","Normalised Organ Doses for Medical X-Ray Examinations Calculated...","Details of National Radiological Protection Board software: Normalised Organ Doses for Medical X-Ray Examinations Calculated Using Monte Carlo Techniques (NRPB-SR262).","http://webarchive.nationalarchives.gov.uk/20071113120000/http://www.hpa.org.uk/radiation/publications/software/sr262.htm"
5,"_Calculated-using_100taps.json","Calculating business rates","The amount of business rates payable is calculated using","https://www.wycombe.gov.uk/pages/Business/Business-rates/Calculating-business-rates.aspx"
6,"_Calculated-using_100taps.json","Small business rate relief - Liverpool City Council","Businesses with rateable values below £51,000 will be calculated using the lower multiplier.","https://www.liverpool.gov.uk/business/finance-funding-and-grants/business-rates/relief-and-reductions/small-business-rate-relief/"
7,"_Calculated-using_100taps.json","How we calculate your Local Housing Allowance | The Housing Executive","In this situation the tenant's Housing Benefit would be calculated using the shared room rate of Local Housing Allowance.","http://www.nihe.gov.uk/working_out_your_lha"
8,"_Calculated-using_100taps.json","How Housing Benefit and Council Tax Reduction are calculated and...","Housing Benefit and Council Tax Reduction is calculated using what is known as the Applicable Amount.","http://www.allerdale.gov.uk/advice-and-benefits/benefits/housing-benefit/calculation-and-payment.aspx"
